PY Sentence Range,Candidate Rank,Match Tier,Match Score,IDF Cosine,Shared Distinct Words,Shared Words,Dd Paragraph Preview,PY Paragraph Preview
s3308,2,medium,0.1387,0.1532,2,"būd, winnārd",64.6: čand Hōšang kē-š 2 srišwadag dēw zad ud tahmōred kē pad nērōg yazdān Ahrimen nigūnēnīd ud Jam kē-š paymān winnārd u-š margīh ōgārd ud Frēdōn kē-š až ī dahāg bast u-š <wylwšk> az gēhān wišāyist ud wasān Kayān ud yalān mēnōy dastwarān ī [BA334/339] būd hēnd ud bawēnd,caby_ch66_st21: pad ahlāyīh bēdaham awēšān frawahr kē fradom būd hēnd ī mānīgān ud wisīgān ud zandīgān ud dehīgān kē =šān asmān winnārd kē =šān āb winnārd kē [=šān] zamīg winnārd kē =šān gōspand winnārd kē =šān andar burdār pus winnārd abarnihuft abēwidard kū zīndag
s1173,3,medium,0.1344,0.1489,2,"būd, winnārd",64.6: čand Hōšang kē-š 2 srišwadag dēw zad ud tahmōred kē pad nērōg yazdān Ahrimen nigūnēnīd ud Jam kē-š paymān winnārd u-š margīh ōgārd ud Frēdōn kē-š až ī dahāg bast u-š <wylwšk> az gēhān wišāyist ud wasān Kayān ud yalān mēnōy dastwarān ī [BA334/339] būd hēnd ud bawēnd,caby_ch22_st26: xwāyam ō ēn yazišn awēšān frawahr kē fradom būd hēnd ī mānīgān ud wisīgān ud zandīgān ud dehīgān kē =šān asmān winnārd kē =šān āb winnārd kē =šān zamīg winnārd kē =šān gōspand winnārd kē =šān andar burdār pus winnārd abarnihuft abēwidard kū zīndag
s570-s574,4,medium,0.1047,0.0965,4,"būd, dahāg, frēdōn, gēhān",64.6: čand Hōšang kē-š 2 srišwadag dēw zad ud tahmōred kē pad nērōg yazdān Ahrimen nigūnēnīd ud Jam kē-š paymān winnārd u-š margīh ōgārd ud Frēdōn kē-š až ī dahāg bast u-š <wylwšk> az gēhān wišāyist ud wasān Kayān ud yalān mēnōy dastwarān ī [BA334/339] būd hēnd ud bawēnd,caby_ch9_st7: ō man ōy passox guft hōm ī ahlaw ī dūrōš āspiyān man didīgar az mardōmān andar astōmandān gēhān hunīd ham ōy ān tarsagāhīh kird ud ō ōy X mad ābādīh ka az ōy pus ul zād kē abzārwis frēdōn hād abzārwisī ōy būd kū xānag ī az abarmānd ī pidarān was būd ān =iz ī dahāg pad stahmagī...
s2853-s2854,5,low,0.0717,0.0633,3,"būd, gēhān, čand",64.6: čand Hōšang kē-š 2 srišwadag dēw zad ud tahmōred kē pad nērōg yazdān Ahrimen nigūnēnīd ud Jam kē-š paymān winnārd u-š margīh ōgārd ud Frēdōn kē-š až ī dahāg bast u-š <wylwšk> az gēhān wišāyist ud wasān Kayān ud yalān mēnōy dastwarān ī [BA334/339] būd hēnd ud bawēnd,caby_ch57_st8: didīgar kardag bun srōšahlī ī hurust ī pērōzgar ī frāydādār gēhān ī ahlaw ī ahlāyīh rad yazam kē fradom barsom frāz wistard setāg panǰtāg hafttāg nōtāg čand šnūg ud čand mayān pedištān pad ǰudw[ē]zišn būd ka ēdōn būd ud būd ē ka ēdōn pad ān ī amahraspandān yazišn ud niyāyišn u...
s2336-s2340,5,medium,0.1372,0.1114,3,"dād, dēn, man",65.2: u-š bē awiš šawēd gōwēd kū hamag dēn pad 350 čiyōn-išān pēš-dāšn hamē dād bē ō man framāy tā man [T60_102b] bē *rāyēnam,caby_ch46_st7: tāštgōwišnīh frašn ī zardušt kē ō man ohrmazd ud manīgān hāwištān ī man pānag dād ka man ān druwand ahreman pad dārišn dārēd kēn kū =m kēn abāg dārēd ā =m pānagīh kē kunēd any az [tō] ātaxš ud wahman čē ašmāh rāy dānam kū =m pānagīh kunēd kē pad awēšān kunišn ahlāyīh parwaram...
s2756-s2761,5,low,0.0758,0.0485,3,"dahēnd, dar, nē",65.8: čiyōn ast-imān rōšnīhā wizīrenīd ud framāyēd ka dāšn ī yazišn abāz nē kāhēnd ayāb kāhēnd ∵ ēg-iš meh sūdīh ziyānōmandīh pad was rāh ud was dar andar ast ka dāšn ī yazišn anespurrīg dahēnd,caby_ch53_st6: frāzgōwišnīh ī zardušt frāzgōwišnīh zardušt ēdōn čiyōn pad ān harw dō tis ī gētī ud mēnōy āškārag mard ud zan pad wehīh ēdōn ǰeh ud mar pad wattarīh druz az ān bahr kū =š nīrmad az ōy kē =š hamēšag pāsbānīh pad frāydahišnīh kū =š xwēš tan ēdōn tuwān dāštan ka pad abārōnīh hanb...
s2199-s2204,3,low,0.0879,0.0547,3,"gōwēnd, nē, tis",65.16: ud nūn ast grōh ī ka-šān dāšn az 400 drahm ayāb [BA337/342] az 350 drahm tis-ēw kāhēnd ēg-imān aziš nē padīrēnd ud gōwēnd kū pad 400 drahm ayāb kamtar pad 350 drahm kamtar tis nē padīram,caby_ch44_st13: tāštgōwišnīh frašn ī zardušt ān ī az tō pursēm ī rāst ō man gōwē ohrmazd kay druz bē nayēd az ān pad [bē]nayišnīh druz ī sāstārīh awēšān ēdōn kē pad aniyōxšīdārīh pahikārēnd pad akirdhērbedestānīh ud nē ahlāyīh ka =šān nē nigēzēnd abāgēnēnd kū tis ī frārōn ka =šān gōwēnd ā =iz...
s2336-s2340,5,low,0.0924,0.0881,2,"kunēd, kēn",65.26: ān kāstārīh ī xūb-karīh nē passandišnīg {ud agar-iš ān *padīrišn} ud agar ān padīrišn ī kam-mizdīh hamēmālīh ī-š ō hērbedān ud kēn ud wizāy ud ēd-iz nē kū tā raft abar xwēš kunēd,caby_ch46_st7: tāštgōwišnīh frašn ī zardušt kē ō man ohrmazd ud manīgān hāwištān ī man pānag dād ka man ān druwand ahreman pad dārišn dārēd kēn kū =m kēn abāg dārēd ā =m pānagīh kē kunēd any az [tō] ātaxš ud wahman čē ašmāh rāy dānam kū =m pānagīh kunēd kē pad awēšān kunišn ahlāyīh parwaram...
s2444-s2447,5,low,0.0936,0.0803,2,"rasēd, waxšēd",67.6: ud ka waxšēd ∵ ō purrīh rasišn ī hamwarīh ī xwaršēd ud ēbārag āyēd ud hām-šab wēnīhēd nōgīhā nirfsēd ud abāz rasēd ō hamwarīh ī xwaršēd ud šawēd ō brāh ī xwaršēd ∵,caby_ch48_st1: yezī hād bun frāzgōwišnīh ī zardušt passoxgōwišnīh ī ohrmazd ka pad ān dahišn pad tan ī pasēn ahlāyīh druz wānēd ašawahišt anēr ka ān rasēd kē =šān pad frēftārīh frāz guft kū nē rasēd amargrawišnīh dēwān ud mardōmān ēdōn ēd ī tō sūd niyāyišn waxšēd ohrmazd dēn ī tō
s2097-s2100,1,low,0.0872,0.0687,3,"dēn, guft, warzišn",71.2: pāsox ēd kū ham duš-warzišnīh andar grāyān wināhān ī abēr grāy ī andar dēn ī ∵ Mazdēsnān az 7 bazakkar ī grāy-wināh kē-šān Ahrimenīg warzišn nazdīkīh ī ō Ahrimen hāwand u-š 2 ān [K35_184r] guft estēd kē pad ham wināh ālūd,caby_ch43_st11: frazgōwišnīh zardušt abzōnīg =m ēdōn tō menīd hē ohrmazd ka ō man wahman bē mad ka ašmāh saxwan pad nigēzišn nigēxt fradom dēn wad =itān ō man guft andar mardōmān rawāgdahišnīh kū =tān ēd guft kū dēn rawāg kirdan dušwār ēdōn warzišn daham kē =tān ō man guft pahlom pas =iz ōh k...
s1250-s1251,2,low,0.0831,0.0632,3,"dēn, mazdēsnān, warzišn",71.2: pāsox ēd kū ham duš-warzišnīh andar grāyān wināhān ī abēr grāy ī andar dēn ī ∵ Mazdēsnān az 7 bazakkar ī grāy-wināh kē-šān Ahrimenīg warzišn nazdīkīh ī ō Ahrimen hāwand u-š 2 ān [K35_184r] guft estēd kē pad ham wināh ālūd,caby_ch25_st3: ān =iz urwarēn barsom ī mad ēstēd pad radfranāmišnīh ōšmurišn ud warzišn ī dēn ī weh mazdēsnān ān =iz ī gāhān srāyišn ud X ī mad ēstēd pad radfranāmišnīh ahlaw ahlāyīh rad ēn esm ud bōy yazam ī tō ātaxš ī ohrmazd pus rāy sāxt ēstēd harwisp ābādīh ī ohrmazddād ī az ahlāyīhpaydā...
s391-s395,3,low,0.0821,0.0429,2,"dēn, mazdēsnān",71.2: pāsox ēd kū ham duš-warzišnīh andar grāyān wināhān ī abēr grāy ī andar dēn ī ∵ Mazdēsnān az 7 bazakkar ī grāy-wināh kē-šān Ahrimenīg warzišn nazdīkīh ī ō Ahrimen hāwand u-š 2 ān [K35_184r] guft estēd kē pad ham wināh ālūd,caby_ch6_st13: mānsrspand wasxwarrah yazam dād ī ǰuddēw yazam dād ī zardušt yazam dagrabarrawišnīh ī mānsrspand yazam dēn ī weh ī mazdēsnān yazam
s983-s987,4,low,0.0821,0.0429,2,"dēn, mazdēsnān",71.2: pāsox ēd kū ham duš-warzišnīh andar grāyān wināhān ī abēr grāy ī andar dēn ī ∵ Mazdēsnān az 7 bazakkar ī grāy-wināh kē-šān Ahrimenīg warzišn nazdīkīh ī ō Ahrimen hāwand u-š 2 ān [K35_184r] guft estēd kē pad ham wināh ālūd,caby_ch17_st14: mānsrspand ī wasxwarrah yazam dād ī ǰuddēw yazam dād ī zardušt yazam dagrabarrawišnīh ī mānsrspand yazam dēn ī weh mazdēsnān yazam
s835-s836,5,low,0.0811,0.0605,3,"dēn, guft, mazdēsnān",71.2: pāsox ēd kū ham duš-warzišnīh andar grāyān wināhān ī abēr grāy ī andar dēn ī ∵ Mazdēsnān az 7 bazakkar ī grāy-wināh kē-šān Ahrimenīg warzišn nazdīkīh ī ō Ahrimen hāwand u-š 2 ān [K35_184r] guft estēd kē pad ham wināh ālūd,caby_ch13_st3: ōy kē mahist āgāhīh ī pad dēn ī mazdēsnān āsrōnān rad gōwam ī čāšīdārtom az awēšān rad gōwam ud rad ēstēnam az amahraspandān ī sūdōmandān ī dānāgtom ī rāstgōwišntom ī abarmadārtom ī wasxradkirdārtom ōy kē ān ī mahist amāwandīh guft ēstēd pad dēn ī mazdēsnān mowbedān mowbed kū...
s1451-s1455,2,low,0.0833,0.0505,2,"gēhān, ēk",71.4: ēk az ī sruwar kē-š [T60_110b] andar gēhān ān ī samgenīhā rāh-dārīh ud rāh-bīmenīdārīh ud asp mard [D7_317] -ōbārīh kerd,caby_ch29_st8: passoxgōwišnīh wahman frāzgōwišnīh zardušt ēd man dahišn windīd kū =m ān ī ēdōn ēd ēk windīd ō ān ī amāh hammōxtišn ēd ēk kē niyōšāg zardušt ī spitāmān ōy ān ī amāh ohrmazd kāmag ahlāyīh =iz kū abāyist ī ō kār ud kirbag bowandag ud čāragkirdārīh =iz srāyēd kū čārag ī druz anda...
s575-s578,5,low,0.0968,0.0735,3,"būd, dahāg, ēk",71.5: ud ēk Wadag ī Dahāg mād kē-š fradom rōspīgīh kerd u-š wiyēb-tōhmagīh ud āšuft-abarmāndīh <bwsnyt'> ud abē dastwar ī šōy abāg pus ham-gumēzišn būd,caby_ch9_st8: kē =š zad az ī dahāg ī sezefar ī sekamāl ī šašaš ī hazārwizōstār adādag ī pad gōhrag ī wasōz dēw druz ī wattar ō gēhānān zyāngār ud druwand kē =š wasōztom druz frāz kirrēnīd gannāgmēnōy abar ō astōmandān gēhān pad margīh ī ān ahlāyīh gēhān kū =š az druz ī getī ēk ān stahmagtar...
s1531-s1535,3,strong,0.1234,0.1027,5,"abestāg, ahlāyīh, hē, zand, ēg",71.9: ud ēk ān kē-š ahlomōγ-dēnīhā kāmist ō yazd y [D7_318] stūd ēg pad frēftārīh ī wardēnīd ud Abestāg ud zand kē xwēš wimand ud ān agar-iš bowandag čār ayāft hē a-frazāmīh būd [K35_184v] hē ī ayādišn kē bōzīhēnd pad ān ī weh ahlāyīh ī az ān ī abēzag dēn-dānišnān pāšom,caby_ch31_st1: tāwrad hād bun frāzgōwišnīh ān harw dō wābarīgānīh ī ašmāh ōšmurom abestāg ud zand ud ōy =iz ī aniyōxšīdār ahlomōγ pad gōwišn hammōzam andar warōmandīh =ēw se bār ōh gōwišn ud ka ēwar dānēd kū nē hammōxtēd ēwbār awēšān kē pad wābarīgānīh ī druz ān ī ahlāyīh gēhān bē murnǰēnēnd...
s2860,1,medium,0.1678,0.0571,2,"abar, weh",71.10: ud ān kē ālūdag pad gand-grāyīh ī padiš mehmān hēnd ud dēwān druzānīhā dūr hēnd weh mēnōyān ham passazag ud kē awēšān dūrīh niyābag pad ham-nišāstīh ud ham-xwarišnīh bē tā čārag hēnd pad šahr ī az wināhīh pad pahikārišn ud a-frāyēnišn ī abar wardēnīdan ī az ān grāyīh,caby_ch57_st13: kē az astān pad yazišn abar weh
s2852,2,medium,0.1536,0.0382,2,"abar, weh",71.10: ud ān kē ālūdag pad gand-grāyīh ī padiš mehmān hēnd ud dēwān druzānīhā dūr hēnd weh mēnōyān ham passazag ud kē awēšān dūrīh niyābag pad ham-nišāstīh ud ham-xwarišnīh bē tā čārag hēnd pad šahr ī az wināhīh pad pahikārišn ud a-frāyēnišn ī abar wardēnīdan ī az ān grāyīh,caby_ch57_st7: kē az astān pad ēzišn abar weh
s2869,3,medium,0.1405,0.054,2,"abar, weh",71.10: ud ān kē ālūdag pad gand-grāyīh ī padiš mehmān hēnd ud dēwān druzānīhā dūr hēnd weh mēnōyān ham passazag ud kē awēšān dūrīh niyābag pad ham-nišāstīh ud ham-xwarišnīh bē tā čārag hēnd pad šahr ī az wināhīh pad pahikārišn ud a-frāyēnišn ī abar wardēnīdan ī az ān grāyīh,caby_ch57_st19: kē az astān ēdōn pad yazišn abar weh
s2874,4,medium,0.1405,0.054,2,"abar, weh",71.10: ud ān kē ālūdag pad gand-grāyīh ī padiš mehmān hēnd ud dēwān druzānīhā dūr hēnd weh mēnōyān ham passazag ud kē awēšān dūrīh niyābag pad ham-nišāstīh ud ham-xwarišnīh bē tā čārag hēnd pad šahr ī az wināhīh pad pahikārišn ud a-frāyēnišn ī abar wardēnīdan ī az ān grāyīh,caby_ch57_st22: kē az astān ēdōn pad yazišn abar weh
s2881,5,medium,0.1405,0.054,2,"abar, weh",71.10: ud ān kē ālūdag pad gand-grāyīh ī padiš mehmān hēnd ud dēwān druzānīhā dūr hēnd weh mēnōyān ham passazag ud kē awēšān dūrīh niyābag pad ham-nišāstīh ud ham-xwarišnīh bē tā čārag hēnd pad šahr ī az wināhīh pad pahikārišn ud a-frāyēnišn ī abar wardēnīdan ī az ān grāyīh,caby_ch57_st27: kē az astān ēdōn pad yazišn abar weh
s2756-s2761,5,low,0.0611,0.0227,3,"axwān, gyāg, nē",73.2: pāsox ēd kū amahrspandān hēnd a-marg ud a-bēš u-šān gyāg andar ān ī pāšom axwān ī rōšn ī hamāg-xwārīh ī hamāg-rāmišn ī a-petyārag ud nē ayābēd gand <’p̄š’’yk'> ud zōr bē ō amahrspandān hēnd,caby_ch53_st6: frāzgōwišnīh ī zardušt frāzgōwišnīh zardušt ēdōn čiyōn pad ān harw dō tis ī gētī ud mēnōy āškārag mard ud zan pad wehīh ēdōn ǰeh ud mar pad wattarīh druz az ān bahr kū =š nīrmad az ōy kē =š hamēšag pāsbānīh pad frāydahišnīh kū =š xwēš tan ēdōn tuwān dāštan ka pad abārōnīh hanb...
s1496-s1500,1,low,0.0761,0.0599,3,"būd, mad, warzišn",73.3: ud amahrspandān hēnd wisp-āgāh ud dām-dōst ud xwābar ud abaxšāwand dānēnd ān grāy warzišn ī ān ī grāy-warzišn ∵ ī ān mustōmand frēftag kē ālūdag būd pad ān ī zišttom ālōy ī čiyōn ān ī ī-š paymōxt ud pad-iz seǰd pādifrāh ī-š az dēw abar mad payrāst [T60_112b],caby_ch30_st5: frāzgōwišnīh hāzišn ohrmazd az dōān mēnōyān ā =š dōšīd kē druwand ān ī wattar warzišn ahreman ān ī wattar warzišn kāmag būd ahlāyīh mēnōy ī abzōnīg ohrmazd ahlāyīh dōšīd ud ka =iz =š ān ī saxt sag nihuft asmān =iz pad ēd kār pērāmōn gēhān be kird kū tā ahlāyīh rawāg bawād kē =...
s575-s578,5,low,0.0612,0.0399,3,"abar, būd, dēw",73.3: ud amahrspandān hēnd wisp-āgāh ud dām-dōst ud xwābar ud abaxšāwand dānēnd ān grāy warzišn ī ān ī grāy-warzišn ∵ ī ān mustōmand frēftag kē ālūdag būd pad ān ī zišttom ālōy ī čiyōn ān ī ī-š paymōxt ud pad-iz seǰd pādifrāh ī-š az dēw abar mad payrāst [T60_112b],caby_ch9_st8: kē =š zad az ī dahāg ī sezefar ī sekamāl ī šašaš ī hazārwizōstār adādag ī pad gōhrag ī wasōz dēw druz ī wattar ō gēhānān zyāngār ud druwand kē =š wasōztom druz frāz kirrēnīd gannāgmēnōy abar ō astōmandān gēhān pad margīh ī ān ahlāyīh gēhān kū =š az druz ī getī ēk ān stahmagtar...
s1496-s1500,1,medium,0.0983,0.088,4,"būd, kār, warzišn, šāyēd",74.2: pāsox ēd kū az ān čim čiyōn ham-rēman ud purr-gand ud a-sam ud anābēdān wināh ud samgen abzār ī dām abesīhišnīgīh ud ān warzišn ī ka narān pargast uspurrīg andar kār dārēnd ēg-iš [BA351/356] a-mardōmīh aziš šāyēd būd čiyōn aži dahāg ī was-ōztom dēw kāmist padestīd ud tuxšīd ud...,caby_ch30_st5: frāzgōwišnīh hāzišn ohrmazd az dōān mēnōyān ā =š dōšīd kē druwand ān ī wattar warzišn ahreman ān ī wattar warzišn kāmag būd ahlāyīh mēnōy ī abzōnīg ohrmazd ahlāyīh dōšīd ud ka =iz =š ān ī saxt sag nihuft asmān =iz pad ēd kār pērāmōn gēhān be kird kū tā ahlāyīh rawāg bawād kē =...
s697,1,strong,0.2262,0.0794,2,"guft, nē",74.3: ud būd dastwar kē-š guft kū-šān rist nē wirāyēnd bē amaragānīhā pōryōtkēšān andar ham xwēškārīh ham-wēnišnīhā ud ham-dādestānīhā ud ham-bōzišnīhā abar ēn bē estād hēnd [T60_113a] kū hamāg mardōmān rist [D7_322] wirāyēnd čē dādār ī weh ī abuxšāwand ī purr-wehīh ēč dām abar Druz...,caby_ch10_st11: zand nē guft [nām] [ī] [ān] [kōfīhā] [ud] [daštīhā] [kē] [=š] [hōm] [andar] [rust] [ēstād]
s2860,2,strong,0.1814,0.0752,2,"abar, weh",74.3: ud būd dastwar kē-š guft kū-šān rist nē wirāyēnd bē amaragānīhā pōryōtkēšān andar ham xwēškārīh ham-wēnišnīhā ud ham-dādestānīhā ud ham-bōzišnīhā abar ēn bē estād hēnd [T60_113a] kū hamāg mardōmān rist [D7_322] wirāyēnd čē dādār ī weh ī abuxšāwand ī purr-wehīh ēč dām abar Druz...,caby_ch57_st13: kē az astān pad yazišn abar weh
s2852,3,medium,0.1627,0.0503,2,"abar, weh",74.3: ud būd dastwar kē-š guft kū-šān rist nē wirāyēnd bē amaragānīhā pōryōtkēšān andar ham xwēškārīh ham-wēnišnīhā ud ham-dādestānīhā ud ham-bōzišnīhā abar ēn bē estād hēnd [T60_113a] kū hamāg mardōmān rist [D7_322] wirāyēnd čē dādār ī weh ī abuxšāwand ī purr-wehīh ēč dām abar Druz...,caby_ch57_st7: kē az astān pad ēzišn abar weh
s2869,4,medium,0.1534,0.0712,2,"abar, weh",74.3: ud būd dastwar kē-š guft kū-šān rist nē wirāyēnd bē amaragānīhā pōryōtkēšān andar ham xwēškārīh ham-wēnišnīhā ud ham-dādestānīhā ud ham-bōzišnīhā abar ēn bē estād hēnd [T60_113a] kū hamāg mardōmān rist [D7_322] wirāyēnd čē dādār ī weh ī abuxšāwand ī purr-wehīh ēč dām abar Druz...,caby_ch57_st19: kē az astān ēdōn pad yazišn abar weh
s2874,5,medium,0.1534,0.0712,2,"abar, weh",74.3: ud būd dastwar kē-š guft kū-šān rist nē wirāyēnd bē amaragānīhā pōryōtkēšān andar ham xwēškārīh ham-wēnišnīhā ud ham-dādestānīhā ud ham-bōzišnīhā abar ēn bē estād hēnd [T60_113a] kū hamāg mardōmān rist [D7_322] wirāyēnd čē dādār ī weh ī abuxšāwand ī purr-wehīh ēč dām abar Druz...,caby_ch57_st22: kē az astān ēdōn pad yazišn abar weh
s697,1,strong,0.21,0.0578,2,"guft, nē",74.4: pad dēn guft estēd kū harwist rist ul estēnēd kē ahlaw kē-iz druwand ud nē kē pad Druz bē hilēd u-šān ēn-iz ēdōn wizīrēnīd kū ōy-iz ī garān-wināhtom ka menišnīg abaxš ud pašēmān az wināh bawēd ud čand-uš tuwān wizārdār ud andar āstawānīh ī pad weh dēn wināh-wizārišnīh tan ud x...,caby_ch10_st11: zand nē guft [nām] [ī] [ān] [kōfīhā] [ud] [daštīhā] [kē] [=š] [hōm] [andar] [rust] [ēstād]
s2732-s2733,2,medium,0.1449,0.0822,3,"ahlawān, druwand, harwist",74.4: pad dēn guft estēd kū harwist rist ul estēnēd kē ahlaw kē-iz druwand ud nē kē pad Druz bē hilēd u-šān ēn-iz ēdōn wizīrēnīd kū ōy-iz ī garān-wināhtom ka menišnīg abaxš ud pašēmān az wināh bawēd ud čand-uš tuwān wizārdār ud andar āstawānīh ī pad weh dēn wināh-wizārišnīh tan ud x...,caby_ch52_st9: frāxwīh ud xwārīh āfrīnēnam ō harwist ān ahlawān stī tangīh ud dušxwārīh āfrīnēnam ō harwist ān ī druwand stī
s2869,3,medium,0.1318,0.0424,2,"weh, ēdōn",74.4: pad dēn guft estēd kū harwist rist ul estēnēd kē ahlaw kē-iz druwand ud nē kē pad Druz bē hilēd u-šān ēn-iz ēdōn wizīrēnīd kū ōy-iz ī garān-wināhtom ka menišnīg abaxš ud pašēmān az wināh bawēd ud čand-uš tuwān wizārdār ud andar āstawānīh ī pad weh dēn wināh-wizārišnīh tan ud x...,caby_ch57_st19: kē az astān ēdōn pad yazišn abar weh
s2874,4,medium,0.1318,0.0424,2,"weh, ēdōn",74.4: pad dēn guft estēd kū harwist rist ul estēnēd kē ahlaw kē-iz druwand ud nē kē pad Druz bē hilēd u-šān ēn-iz ēdōn wizīrēnīd kū ōy-iz ī garān-wināhtom ka menišnīg abaxš ud pašēmān az wināh bawēd ud čand-uš tuwān wizārdār ud andar āstawānīh ī pad weh dēn wināh-wizārišnīh tan ud x...,caby_ch57_st22: kē az astān ēdōn pad yazišn abar weh
s2881,5,medium,0.1318,0.0424,2,"weh, ēdōn",74.4: pad dēn guft estēd kū harwist rist ul estēnēd kē ahlaw kē-iz druwand ud nē kē pad Druz bē hilēd u-šān ēn-iz ēdōn wizīrēnīd kū ōy-iz ī garān-wināhtom ka menišnīg abaxš ud pašēmān az wināh bawēd ud čand-uš tuwān wizārdār ud andar āstawānīh ī pad weh dēn wināh-wizārišnīh tan ud x...,caby_ch57_st27: kē az astān ēdōn pad yazišn abar weh
s1076,1,medium,0.1111,0.0767,3,"ahlaw, dām, fradom",76.2: pāsox [D7_324] ēd kū fradom dām ī gētīy mard ī ahlaw ī Druz-zadār ī ahlaw-šnāyēnīdār ēdōn-iz andar gētīy yazdān-šnāsīgtar ud ō dām-dahišnīh homānāgtar ud ō dām-winnārišnīh ayādtar,caby_ch19_st19: čiyōn ka pad humat kū dēn pad humatpāyag ēstād ka pad ahlaw ī menīdār fradom būd pad gayōmard būd ā =š ōh menīd čiyōn ka pad hūxt ka mānsrspand ō nūn čiyōn ka pad huwaršt ka stāyišn ī ahlāyīh =iz ī fradom dām kū yazišn ud abārīg =iz kirbag pad gāhānīgīh kunēnd
s2332-s2335,2,medium,0.1107,0.0524,4,"ahlaw, dām, fradom, mard",76.2: pāsox [D7_324] ēd kū fradom dām ī gētīy mard ī ahlaw ī Druz-zadār ī ahlaw-šnāyēnīdār ēdōn-iz andar gētīy yazdān-šnāsīgtar ud ō dām-dahišnīh homānāgtar ud ō dām-winnārišnīh ayādtar,caby_ch46_st6: frāzgōwišnīh zardušt passoxgōwišnīh ohrmazd kē ān ī mad ēstēd nē ō mard kē pad xwāyišn āyēd kū pad kār ud kirbag āyēd dahēd druz ī ān dām kū dāmīh ī druz kunēd ā =š āsamīhēd kū =š bīm wimāyīhēd u =š zanīhēd čē ān ī druwand kē ō druwandān pahlomīh ud ān ahlaw kē ō ahlawān franā...
